Largo de sepalo,Ancho de sepalo,Largo de petalo,Ancho de petalo,Especie
-0.9755062449111663,1.0817694698678042,-1.432277746722187,-1.3978964027047789,0
-1.2213166290914241,-0.09014745582231666,-1.432277746722187,-1.3978964027047789,0
-1.5900322053618132,0.1442359293157077,-1.3743711259188869,-1.3978964027047789,0
-0.6067906686407772,2.019303010419901,-1.2585578843122862,-1.1308300224953154,0
-0.6067906686407772,1.550536240143853,-1.3743711259188869,-1.3978964027047789,2
-1.3442218211815542,0.8473860847297798,-1.3164645051155865,-1.3978964027047789,2
-1.3442218211815542,-0.09014745582231666,-1.432277746722187,-1.5314295928095103,2
-1.9587477816322012,-0.09014745582231666,-1.6059976091320876,-1.5314295928095103,2
-0.11516990028026039,2.253686395557925,-1.5480909883287874,-1.3978964027047789,2
-0.23807509237038935,2.3708780881269367,-1.3743711259188869,-1.1308300224953154,2
-0.6067906686407772,2.019303010419901,-1.4901843675254873,-1.1308300224953154,1
-0.23807509237038935,1.7849196252818762,-1.2585578843122862,-1.264363212600047,1
-0.9755062449111663,1.7849196252818762,-1.3743711259188869,-1.264363212600047,1
-0.6067906686407772,0.8473860847297798,-1.2585578843122862,-1.3978964027047789,1
-0.9755062449111663,1.550536240143853,-1.3743711259188869,-1.1308300224953154,1
-1.5900322053618132,1.3161528550058286,-1.663904229935388,-1.3978964027047789,1
-0.9755062449111663,0.6130026995917555,-1.2585578843122862,-0.9972968323905839,1
-1.3442218211815542,0.8473860847297798,-1.142744642705686,-1.3978964027047789,1
-1.0984114370012952,-0.09014745582231666,-1.3164645051155865,-1.3978964027047789,1
-1.0984114370012952,0.8473860847297798,-1.3164645051155865,-1.1308300224953154,1
-0.8526010528210363,1.0817694698678042,-1.3743711259188869,-1.3978964027047789,1
-0.8526010528210363,0.8473860847297798,-1.432277746722187,-1.3978964027047789,1
-1.4671270132716832,0.3786193144537321,-1.3164645051155865,-1.3978964027047789,1
-1.3442218211815542,0.1442359293157077,-1.3164645051155865,-1.3978964027047789,1
-0.6067906686407772,0.8473860847297798,-1.3743711259188869,-1.1308300224953154,1
-0.8526010528210363,2.3708780881269367,-1.3743711259188869,-1.5314295928095103,1
-0.48388547655064834,2.3708780881269367,-1.432277746722187,-1.3978964027047789,1
-1.2213166290914241,0.1442359293157077,-1.3743711259188869,-1.5314295928095103,1
-1.0984114370012952,0.3786193144537321,-1.5480909883287874,-1.3978964027047789,1
-0.48388547655064834,1.0817694698678042,-1.4901843675254873,-1.3978964027047789,1
-1.2213166290914241,0.1442359293157077,-1.3743711259188869,-1.5314295928095103,1
-1.8358425895420711,-0.09014745582231666,-1.4901843675254873,-1.3978964027047789,1
-0.9755062449111663,0.8473860847297798,-1.3743711259188869,-1.3978964027047789,1
-1.0984114370012952,1.0817694698678042,-1.4901843675254873,-1.264363212600047,1
-1.7129373974519422,-1.7308311517884862,-1.4901843675254873,-1.264363212600047,1
-1.8358425895420711,0.3786193144537321,-1.4901843675254873,-1.3978964027047789,1
-1.0984114370012952,1.0817694698678042,-1.3164645051155865,-0.8637636422858522,1
-0.9755062449111663,1.7849196252818762,-1.142744642705686,-1.1308300224953154,1
-1.3442218211815542,-0.09014745582231666,-1.432277746722187,-1.264363212600047,1
-0.9755062449111663,1.7849196252818762,-1.3164645051155865,-1.3978964027047789,1
-1.5900322053618132,0.3786193144537321,-1.432277746722187,-1.3978964027047789,1
-0.7296958607309073,1.550536240143853,-1.3743711259188869,-1.3978964027047789,1
-1.0984114370012952,0.6130026995917555,-1.432277746722187,-1.3978964027047789,0
1.3596924048012924,0.3786193144537321,0.47864073978672,0.20450187855200108,1
0.6222612522605165,0.3786193144537321,0.3628274981801195,0.3380350686567329,1
1.2367872127111634,0.1442359293157077,0.5944539813933205,0.3380350686567329,1
-0.48388547655064834,-1.7308311517884862,0.07329439416361842,0.0709686884472696,1
0.7451664443506455,-0.5589142260983654,0.4207341189834195,0.3380350686567329,1
-0.23807509237038935,-0.5589142260983654,0.3628274981801195,0.0709686884472696,1
0.49935606017038653,0.6130026995917555,0.47864073978672,0.4715682587614647,1
-1.2213166290914241,-1.4964477666504619,-0.33205195145948313,-0.32963088186692546,1
0.8680716364407745,-0.324530840960341,0.4207341189834195,0.0709686884472696,1
-0.8526010528210363,-0.7932976112363888,0.015387773360318161,0.20450187855200108,1
-1.0984114370012952,-2.3167896146335467,-0.21623870985288263,-0.32963088186692546,1
0.0077352918098696445,-0.09014745582231666,0.18910763577021894,0.3380350686567329,1
0.1306404838999986,-1.9652145369265095,0.07329439416361842,-0.32963088186692546,1
0.25354567599012756,-0.324530840960341,0.47864073978672,0.20450187855200108,1
-0.3609802844605194,-0.324530840960341,-0.15833208904958238,0.0709686884472696,1
0.9909768285309045,0.1442359293157077,0.30492087737681944,0.20450187855200108,1
-0.3609802844605194,-0.09014745582231666,0.3628274981801195,0.3380350686567329,1
-0.11516990028026039,-0.7932976112363888,0.13120101496691844,-0.32963088186692546,1
0.3764508680802576,-1.9652145369265095,0.3628274981801195,0.3380350686567329,1
-0.3609802844605194,-1.2620643815124375,0.015387773360318161,-0.1960976917621937,1
0.0077352918098696445,0.3786193144537321,0.53654736059002,0.738634638970928,1
0.25354567599012756,-0.5589142260983654,0.07329439416361842,0.0709686884472696,1
0.49935606017038653,-1.2620643815124375,0.5944539813933205,0.3380350686567329,1
0.25354567599012756,-0.5589142260983654,0.47864073978672,-0.0625645016574622,1
0.6222612522605165,-0.324530840960341,0.24701425657351894,0.0709686884472696,1
0.8680716364407745,-0.09014745582231666,0.30492087737681944,0.20450187855200108,1
1.1138820206210334,-0.5589142260983654,0.53654736059002,0.20450187855200108,1
0.9909768285309045,-0.09014745582231666,0.6523606021966205,0.6051014488661961,1
0.1306404838999986,-0.324530840960341,0.3628274981801195,0.3380350686567329,1
-0.23807509237038935,-1.0276809963744131,-0.21623870985288263,-0.32963088186692546,1
-0.48388547655064834,-1.4964477666504619,-0.0425188474429821,-0.1960976917621937,1
-0.48388547655064834,-1.4964477666504619,-0.10042546824628211,-0.32963088186692546,1
-0.11516990028026039,-0.7932976112363888,0.015387773360318161,-0.0625645016574622,1
0.1306404838999986,-0.7932976112363888,0.7102672229999205,0.4715682587614647,1
-0.6067906686407772,-0.09014745582231666,0.3628274981801195,0.3380350686567329,1
0.1306404838999986,0.8473860847297798,0.3628274981801195,0.4715682587614647,1
0.9909768285309045,0.1442359293157077,0.47864073978672,0.3380350686567329,1
0.49935606017038653,-1.7308311517884862,0.30492087737681944,0.0709686884472696,1
-0.3609802844605194,-0.09014745582231666,0.13120101496691844,0.0709686884472696,1
-0.48388547655064834,-1.2620643815124375,0.07329439416361842,0.0709686884472696,1
-0.48388547655064834,-1.0276809963744131,0.30492087737681944,-0.0625645016574622,1
0.25354567599012756,-0.09014745582231666,0.4207341189834195,0.20450187855200108,1
-0.11516990028026039,-1.0276809963744131,0.07329439416361842,-0.0625645016574622,1
-1.0984114370012952,-1.7308311517884862,-0.33205195145948313,-0.32963088186692546,1
-0.3609802844605194,-0.7932976112363888,0.18910763577021894,0.0709686884472696,1
-0.23807509237038935,-0.09014745582231666,0.18910763577021894,-0.0625645016574622,1
-0.23807509237038935,-0.324530840960341,0.18910763577021894,0.0709686884472696,1
0.3764508680802576,-0.324530840960341,0.24701425657351894,0.0709686884472696,1
-0.9755062449111663,-1.2620643815124375,-0.5057718138693836,-0.1960976917621937,1
-0.23807509237038935,-0.5589142260983654,0.13120101496691844,0.0709686884472696,1
0.49935606017038653,0.6130026995917555,1.2314268102296226,1.6733669697040496,2
-0.11516990028026039,-0.7932976112363888,0.7102672229999205,0.8721678290756595,2
1.4825975968914213,-0.09014745582231666,1.1735201894263225,1.139234209285123,2
0.49935606017038653,-0.324530840960341,0.9998003270164216,0.738634638970928,2
0.7451664443506455,-0.09014745582231666,1.1156135686230222,1.2727673993898547,2
2.0971235573420683,-0.09014745582231666,1.5788665350494238,1.139234209285123,2
-1.2213166290914241,-1.2620643815124375,0.3628274981801195,0.6051014488661961,2
1.7284079810716804,-0.324530840960341,1.4051466726395232,0.738634638970928,2
0.9909768285309045,-1.2620643815124375,1.1156135686230222,0.738634638970928,2
